TR_SNP	TR_DEL	TR_INS	NON_TR_SNP	NON_TR_DEL	NON_TR_INS
NA20340	137506	119705	66842	4020276	181661	159374
NA20342	132685	118942	66931	3893897	176452	155283
NA20346	136498	119004	67162	4010381	181628	159581
NA20348	135485	119592	67073	4020769	181283	159669
NA20351	132642	116954	66812	3939669	178083	156751
NA20355	133314	117697	66683	4007266	181018	159115
NA20356	134979	118096	66722	4037126	181989	160203
NA20357	140591	119326	67155	4053014	182804	160970
NA20359	137181	117427	66485	3952579	178434	156863
NA20362	138107	119766	66551	3977493	179292	158072
NA20412	134119	117448	66923	3974444	178874	157992
NA20502	109606	110003	61930	3298115	147642	133404
NA20503	117637	110187	63266	3343508	150447	135069
NA20504	115507	113064	63122	3348979	150752	135461
NA20505	116439	113733	63059	3348842	150941	135242
NA20506	118391	114628	63278	3353819	150642	135466
NA20507	117771	109469	63399	3339510	150399	134884
NA20508	117836	113037	63197	3344095	151899	135216
NA20509	117106	112938	62828	3335139	150823	134918
NA20510	118246	113758	63099	3353864	151080	135579
NA20511	114984	109151	62990	3332049	149332	134675
NA20512	118721	113794	63277	3348662	150778	135399
NA20513	117484	110118	63393	3356868	150353	135251
NA20514	117238	109101	63040	3328549	149274	134375
NA20515	115557	113343	62986	3329909	150515	134487
NA20516	117527	113793	62982	3330517	150238	134690
NA20517	117943	114317	63231	3337465	150541	134910
NA20518	118992	114309	63444	3356810	151158	135666
NA20519	115614	112823	62932	3336490	150411	135351
NA20520	117250	113600	62935	3338363	150013	134560
NA20521	116751	113502	63204	3345349	150269	135353
NA20522	119548	114101	63368	3352068	150698	135192
NA20524	117913	114246	63534	3339162	150616	134781
NA20525	118053	114484	63078	3345821	151405	135669
NA20527	118263	114433	63345	3355817	151077	135608
NA20528	117551	113861	63238	3345397	151310	135264
NA20529	117228	113312	63118	3343508	151016	134961
NA20530	118365	113613	63231	3335875	150099	134713
NA20531	116925	113635	63031	3347237	151837	135998
NA20532	117229	113534	63255	3353896	150182	135534
NA20533	116366	112951	62889	3334024	149802	134675
NA20534	118278	112915	63154	3344669	150219	135415
NA20535	119057	113754	63331	3326726	150436	134532
NA20536	116207	113022	63144	3349232	150518	135441
NA20537	96885	100332	59120	3101519	135299	126144
NA20538	118580	112885	62972	3346275	150769	135621
NA20539	115268	112578	62780	3333193	150261	134862
NA20540	109842	108063	61951	3311342	149331	133922
NA20541	117746	113839	62927	3335326	150225	134594
NA20542	118435	114000	63263	3349370	151309	135616
NA20543	120140	115615	63693	3362711	152313	136046
NA20544	116580	113473	62931	3341697	150626	135282
NA20581	118361	113802	63054	3344676	150571	135131
NA20582	111895	109476	62155	3296273	148913	133191
NA20585	117176	113144	62567	3281042	148149	132847
NA20586	115695	110918	62545	3317079	149818	134226
NA20587	122783	114123	63944	3362685	152178	135976
NA20588	120222	115066	63785	3346875	150721	135012
NA20589	119800	113527	63636	3341755	150688	135091
NA20752	119208	115257	63574	3355262	151414	135496
NA20753	119862	114442	63641	3371056	152389	135951
NA20754	119183	114096	63601	3357168	151624	135936
NA20755	118358	114286	63385	3349773	150935	135585
NA20756	117240	113813	63406	3348571	150523	135369
NA20757	117150	113383	63467	3331195	150438	134779
NA20758	120106	114967	63527	3369722	151998	135597
NA20759	119083	114786	63276	3356157	151993	135910
NA20760	112371	110620	62836	3334473	151327	135338
NA20761	118135	114142	63119	3344771	150849	134929
NA20762	114019	108606	62459	3327457	149534	134444
NA20763	114125	108718	62579	3324011	149028	134113
NA20764	115796	108828	62832	3328961	150123	134478
NA20765	118722	114359	63453	3351975	150892	135275
NA20766	118586	114140	63355	3351803	151085	135429
NA20767	116035	109587	63339	3352506	150435	135554
NA20768	119020	114307	63239	3347123	151054	135698
NA20769	113275	110503	62790	3343503	150295	135068
NA20770	117550	114088	63187	3351806	151181	135406
NA20771	116293	113294	63214	3333065	149751	134346
NA20772	117646	112988	63295	3341337	150643	135662
NA20773	116437	112862	62924	3328161	149893	134897
NA20774	117535	113662	62989	3339485	150378	135324
NA20775	117267	113387	62716	3335312	150652	134825
NA20778	119021	114456	63302	3340856	151023	135320
NA20783	118329	113795	63258	3346292	151591	135045
NA20785	117654	113873	63025	3339921	149796	135538
NA20786	119014	113884	63220	3347776	150962	134912
NA20787	118388	113851	63048	3351050	150736	135124
NA20790	118245	113500	63041	3337843	150174	135152
NA20792	113196	111318	62167	3331766	150698	134464
NA20795	118809	114592	63356	3360312	151370	135818
NA20796	112862	110630	61996	3320838	148788	134542
NA20797	117689	113741	63226	3346808	150975	135355
NA20798	118025	113875	63108	3336191	150709	135146
NA20799	118657	114369	63291	3339871	150696	135260
NA20800	112947	111903	62335	3319304	154272	134284
NA20801	119734	114617	63561	3354860	151061	135520
NA20802	114223	111106	62860	3340147	150097	135095
NA20803	117811	114101	63016	3341557	150931	135537
NA20804	117027	113586	62882	3349196	150385	135622
NA20805	118422	114399	63139	3335763	150753	134946
NA20806	117876	114529	63349	3339307	150724	135246
NA20807	117595	113711	62882	3334282	150563	134635
NA20808	116353	113188	62770	3337113	150382	135011
NA20809	118853	114226	63035	3344806	151142	135031
NA20810	119035	114160	63161	3349074	150915	135598
NA20811	116819	113624	63100	3349293	150512	135480
NA20812	116526	113141	63176	3339234	150173	134954
NA20813	116615	113465	63314	3354442	150690	135666
NA20814	116067	113321	63139	3345108	150586	135081
NA20815	117553	113611	63185	3357255	151180	135898
NA20816	106194	105668	61844	3272563	145990	133272
NA20818	117526	112668	63161	3343585	150872	135295
NA20819	118944	113450	63290	3334361	150298	135229
NA20821	120442	111110	62855	3348550	150767	135173
NA20822	121316	111589	63106	3369211	151436	136044
NA20826	116796	113196	63164	3342409	150820	135151
NA20827	111357	109337	62525	3334404	149261	134298
NA20828	116682	113191	62986	3341265	150145	135009
NA20829	110731	108798	62147	3315929	148698	133630
NA20831	110504	108252	62468	3323946	148882	134334
NA20832	111916	109056	62748	3334531	149695	134582
NA20845	119642	114418	64008	3436651	154053	138515
NA20846	115442	112709	62985	3369239	153232	136726
NA20847	114944	111951	63269	3386898	153103	136963
NA20849	118470	114601	63480	3411548	155129	137993
NA20850	114206	112086	62866	3353440	151063	135715
NA20851	114493	112301	63431	3400212	153250	137203
NA20852	114269	112171	63058	3374035	152345	136237
NA20853	118199	113950	63779	3418423	154522	138251
NA20854	116293	112747	63213	3395791	153023	136940
NA20856	114049	111371	63293	3389345	151994	136487
NA20858	114756	111708	63063	3385764	152561	137033
NA20859	118029	113806	63431	3394759	152838	137137
NA20861	116409	112548	63275	3387045	152549	136876
NA20862	115731	112328	63269	3390851	152706	136496
NA20863	119239	111868	64104	3410126	153564	137557
NA20864	118907	112046	64154	3402358	153684	137589
NA20866	116690	112563	63313	3392508	152835	136705
NA20867	118177	110914	64084	3395675	151949	136831
NA20868	118608	111426	63978	3413054	153316	137722
NA20869	115977	112949	63469	3393702	152794	137344
NA20870	115225	112205	63285	3376224	151919	136198
NA20872	115438	112634	63106	3374648	151940	136468
NA20873	92778	98535	58268	3025056	130948	122832
NA20874	114268	111691	63430	3396489	152109	137027
NA20875	114168	111101	62729	3367768	151033	135966
NA20876	116634	112943	63319	3406894	153292	137420
NA20877	115098	111933	63528	3388260	152910	137505
NA20878	114926	111748	63361	3376319	151367	136393
NA20881	116236	112360	63301	3382743	152242	136266
NA20882	117004	112427	63134	3393854	152654	137049
NA20883	100857	102970	61089	3215930	141707	130726
NA20884	115326	111523	63270	3390712	152450	136957
NA20885	117611	113145	64641	3407705	152918	137257
NA20886	116936	112143	63731	3363877	151224	135986
NA20887	116032	112461	64074	3403527	153493	137783
NA20888	116095	111967	63633	3376591	151513	136606
NA20889	116289	112730	64239	3398984	152392	137177
NA20890	115918	112614	63836	3378466	151822	136895
NA20891	118036	112580	64225	3393817	152395	136927
NA20892	116918	112183	63892	3384477	152591	136562
NA20894	117567	112507	64142	3386576	152830	136580
NA20895	116937	112834	63864	3384323	152529	136764
NA20896	118087	112984	64414	3412268	153197	137775
NA20897	115764	111805	63947	3391200	152732	136496
NA20899	116364	111979	63676	3391847	152858	136920
NA20900	119472	111215	63269	3392318	152587	136709
NA20901	117306	112951	64462	3418541	153669	138025
NA20902	117184	112369	64042	3401181	152772	137105
NA20903	117012	112332	64121	3392048	152320	137339
NA20904	118236	112470	64262	3398424	152862	137288
NA20905	115211	111609	63967	3409361	153258	137455
NA20906	116346	112512	64302	3410910	153248	137595
NA20908	117513	112498	64156	3410175	153019	137617
NA20910	116380	112757	64012	3391912	152386	136662
NA20911	117728	112785	64097	3396125	153144	137321
NA21086	115679	112047	64124	3399477	152851	137052
NA21087	115214	111461	63786	3393240	152452	137011
NA21088	116420	112255	64152	3396380	153003	137784
NA21089	117176	110248	63413	3371299	151319	135913
NA21090	117751	112163	64554	3421104	153730	137764
NA21091	116563	111095	63671	3380994	152269	136847
NA21092	118094	111657	64568	3402226	152646	136673
NA21093	117413	111624	63572	3394076	152574	137047
NA21094	113694	110389	63387	3379135	151700	136395
NA21095	118636	112330	64301	3370601	152416	136731
NA21097	116486	110919	63546	3366527	151194	135924
NA21098	117053	111063	63754	3382944	151903	136650
NA21099	114101	110389	63554	3372832	151527	136358
NA21100	117960	111659	64174	3386836	151968	136791
NA21101	117063	111814	64048	3400002	152597	137344
NA21102	116584	111230	63634	3388254	152462	137055
NA21103	116713	111365	63761	3390983	152166	136601
NA21104	116736	110283	63650	3385565	151606	136433
NA21105	116411	110062	63856	3410660	153237	137731
NA21106	118206	110565	63989	3402624	153269	137536
NA21107	116561	110375	63904	3401823	152993	137127
NA21108	114606	109709	63454	3368252	151109	135990
NA21109	114537	109182	63478	3385421	151812	136461
NA21110	115658	110062	64108	3405774	152955	137385
NA21111	117230	110317	63711	3407508	153202	137217
NA21112	117406	110815	64169	3417540	153678	137748
NA21113	116566	110350	63574	3396573	152381	137083
NA21114	116447	112248	64137	3412538	153266	137422
NA21115	113057	108818	63170	3379271	151419	136314
NA21116	117618	111189	64248	3406634	152876	137315
NA21117	116847	110215	63818	3399297	153035	137259
NA21118	117698	110570	63931	3409553	153635	137564
NA21119	116986	109814	63537	3393173	152155	137002
NA21120	119196	111411	63835	3406488	152597	137113
NA21121	101688	102615	60915	3208585	141439	130545
NA21122	112190	108741	63183	3368879	151092	136433
NA21123	113077	109044	63441	3391001	152014	136857
NA21124	121209	113729	64542	3390410	152914	137063
NA21125	125583	113360	65091	3415496	154344	137750
NA21126	122747	114478	65029	3410833	154150	137506
NA21127	120721	112762	64150	3417759	153887	138066
NA21128	115700	109588	63686	3388382	151933	136791
NA21129	122145	114552	64518	3402325	153593	137378
NA21130	116896	109992	63534	3385074	152130	136412
NA21133	118559	111180	63976	3405332	153234	137807
NA21135	117735	110990	63910	3398881	152705	137306
NA21137	124030	112601	65087	3417460	153966	137817
NA21141	118998	111439	64088	3401429	152738	137432
NA21142	118554	111019	63678	3390255	152513	136768
NA21143	120312	112115	64342	3412712	153428	137531
NA21144	118026	110975	64053	3387914	152648	136730
